X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr
-741734.68930000067,-1041638.4254,98.5,"Dukelských hrdinů 522, Praha 17000",63674297,,Lékárna U Královské obory,Dukelských hrdinů 52,17000,Praha 7,Praha 7,Hl.m.Praha,1999,"Dukelských hrdinů 52, Praha 17000"
-741685.52829999849,-1041985.1422999986,96.25,"Janovského 438, Praha 17000",64902781,,Lékárna MELISSA,Janovského 48,17000,Praha 7,Praha 7,Hl.m.Praha,1999,"Janovského 48, Praha 17000"
-740466.18980000168,-1041854.181499999,96.25,"Jateční 498, Praha 17000",63986272,,Lékárna VLTAVSKÁ,Jateční 48,17000,Praha 7,Praha 7,Hl.m.Praha,1999,"Jateční 48, Praha 17000"
-740582.46689999849,-1041759.7655000016,94,"Komunardů 1365, Praha 17000",61379034,,Lékárna U zlatého kalicha,Komunardů 16,17000,Praha 7,Praha 7,Hl.m.Praha,1999,"Komunardů 16, Praha 17000"
-742295.99929999933,-1041562.0057,100,"Malířská 1, Praha 17000",49367421,,Lékárna Veletržní,Malířská 1,17000,Praha 7,Praha 7,Hl.m.Praha,1999,"Malířská 1, Praha 17000"
-740759.49920000136,-1041388.2919000015,100,"Osadní 35, Praha 17000",49247468,,Lékárna Osadní,Osadní 35,17000,Praha 7,Praha 7,Hl.m.Praha,1999,"Osadní 35, Praha 17000"
-742158.31929999962,-1041795.6347999983,100,"Kamenická 18, Praha 17000",48951102,,"C.B., s.r.o. - zdravotnická prodejna",Kamenická 18,17000,Praha 7,Praha 7,Hl.m.Praha,1999,"Kamenická 18, Praha 17000"
-739286.61459999904,-1040291.8145999983,95,"Budínova 23, Praha 18000",00064211,,Ústavní lékárna Bulovka,Budínova 2,18000,Praha 8,Praha 8,Hl.m.Praha,1999,"Budínova 2, Praha 18000"
-738770.82979999855,-1038982.664799999,100,"Burešova 1664, Praha 18200",60167891,,Lékárna Ládví,Burešova 1664,18200,Praha 8,Praha 8,Hl.m.Praha,1999,"Burešova 1664, Praha 18200"
-741494.7696999982,-1037196.6948,100,"Čimická 780, Praha 18100",49516060,,Lékárna Draháň,Čimická 780,18100,Praha 8,Praha 8,Hl.m.Praha,1999,"Čimická 780, Praha 18100"
-738154.62629999965,-1038723.3803999983,100,"Frýdlantská 1318, Praha 18200",61856681,,"Lékárna Hela, s.r.o.",Frýdlantská 1318,18200,Praha 8,Praha 8,Hl.m.Praha,1999,"Frýdlantská 1318, Praha 18200"
-738714.99659999833,-1041800.0046,100,"Heydukova 412, Praha 18000",64924165,,Lékárna U Kroftů,Heydukova 412,18000,Praha 8,Praha 8,Hl.m.Praha,1999,"Heydukova 412, Praha 18000"
-737625.03889999911,-1037212.1303,100,"Ke kinu 159, Praha 18200",63837129,,Lékárna Staré Ďáblice,Ke kinu 159,18200,Praha 8,Praha 8,Hl.m.Praha,1999,"Ke kinu 159, Praha 18200"
-740968.13659999892,-1042834.693,100,"Křižíkova 164, Praha 18600",25685007,,"STAIN, s.r.o.",Křižíkova 164,18600,Praha 8,Praha 8,Hl.m.Praha,1999,"Křižíkova 164, Praha 18600"
-742010.08460000157,-1038295.6801000014,100,"Lodžská 26, Praha 18100",25638718,,"AMANITA, s.r.o.",Lodžská 26,18100,Praha 8,Praha 8,Hl.m.Praha,1999,"Lodžská 26, Praha 18100"
-742502.27560000122,-1038440.8312,100,"Lodžská 598, Praha 18100",49626434,,Lékárna Krakov,Lodžská 598,18100,Praha 8,Praha 8,Hl.m.Praha,1999,"Lodžská 598, Praha 18100"
-742614.99929999933,-1038624.0013,100,"Mazurská 484, Praha 18100",65409485,,"Lékárna Citypharm, s.r.o.",Mazurská 484,18100,Praha 8,Praha 8,Hl.m.Praha,1999,"Mazurská 484, Praha 18100"
-740229.99980000034,-1042529.0023000017,100,"Sokolovská 118, Praha 18600",12615552,,Lékárna Na Královské,Sokolovská 118,18600,Praha 8,Praha 8,Hl.m.Praha,1999,"Sokolovská 118, Praha 18600"
-738567.99540000036,-1041837.001600001,100,"Sokolovská 149, Praha 18000",49278894,,Lékarna Na Palmovce,Sokolovská 149,18000,Praha 8,Praha 8,Hl.m.Praha,1999,"Sokolovská 149, Praha 18000"
-740885.46750000119,-1042619.6651999988,100,"Sokolovská 57, Praha 18600",49687832,,"Lékárna U České koruny -AVICENUM,s.r.o",Sokolovská 57,18600,Praha 8,Praha 8,Hl.m.Praha,1999,"Sokolovská 57, Praha 18600"
-740114.15740000084,-1038948.2051,100,"Trousilova 2, Praha 18200",48038695,,"Lékárna Sokolníky - AVICENNA, s.r.o.",Trousilova 2,18200,Praha 8,Praha 8,Hl.m.Praha,1999,"Trousilova 2, Praha 18200"
-739626.99989999831,-1039794.002700001,100,"Zenklova 220, Praha 18200",43026885,,Stará lékárna,Zenklova 220,18200,Praha 8,Praha 8,Hl.m.Praha,1999,"Zenklova 220, Praha 18200"
-739286.61459999904,-1040291.8145999983,95,"Budínova 23, Praha 18000",13252275,,Zdravotnické potřeby,Budínova 2,18000,Praha 8,Praha 8,Hl.m.Praha,1999,"Budínova 2, Praha 18000"
-738714.99659999833,-1041800.0046,100,"Heydukova 10, Praha 18000",48034789,,"ARTHROCENTRUM, s.r.o. výdejna PZT",Heydukova 10,18000,Praha 8,Praha 8,Hl.m.Praha,1999,"Heydukova 10, Praha 18000"
-742614.99929999933,-1038624.0013,100,"Mazurská 484, Praha 18100",16949391,,DVORT s r.o. - zdravotnické potřeby,Mazurská 484,18100,Praha 8,Praha 8,Hl.m.Praha,1999,"Mazurská 484, Praha 18100"
-735460.06549999863,-1038458.381099999,100,"Bechyňská 63, Praha 19900",40817253,,Lékárna Letňany,Bechyňská 63,19900,Praha 9,Praha 9,Hl.m.Praha,1999,"Bechyňská 63, Praha 19900"
-731978.99989999831,-1044592.0,100,"Českobrodská 79, Praha 19012",63980533,,Lékárna TETRAFOLIUM,Českobrodská 79,19012,Praha 9,Praha 9,Hl.m.Praha,1999,"Českobrodská 79, Praha 19012"
-730913.00600000098,-1042351.0244,100,"Chlumecká 765, Praha 19800",64580768,Červený bod,"Lékárna Centrum, Červený bos, s.r.o.",Chlumecká 765,19800,Praha 9,Praha 9,Hl.m.Praha,1999,"Chlumecká 765, Praha 19800"
-732216.82860000059,-1042800.621,100,"Doležalova 1021, Praha 19800",49688596,INPHARMA,Lékárna Černý Most,Doležalova 1021,19800,Praha 9,Praha 9,Hl.m.Praha,1999,"Doležalova 1021, Praha 19800"
-737094.99920000136,-1039535.0,100,"Jablonecká 423, Praha 19000",62930508,,Lékárna Jizerka,Jablonecká 423,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"Jablonecká 423, Praha 19000"
-736772.18730000034,-1042251.6217,100,"K Žižkovu 8, Praha 19000",49277979,,Lékárna Na Harfě,K Žižkovu 8,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"K Žižkovu 8, Praha 19000"
-734338.83740000054,-1042279.6558,100,"Klánovická 487, Praha 19800",60457155,,Lékárna Hloubětín,Klánovická 487,19800,Praha 9,Praha 9,Hl.m.Praha,1999,"Klánovická 487, Praha 19800"
-729635.99579999968,-1042059.0012000017,100,"Lhotská 2072, Praha 19300",60472588,,"ARNICA s.r.o., Lékárna Horní Počernice",Lhotská 2072,19300,Praha 9,Praha 9,Hl.m.Praha,1999,"Lhotská 2072, Praha 19300"
-737315.99439999834,-1039100.1636000015,100,"Lovosická 440, Praha 19000",45245878,,Lékárna,Lovosická 440,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"Lovosická 440, Praha 19000"
-735957.0493,-1038064.0009999983,100,"Místecká 454, Praha 19900",49708511,,BELLIS v.o.s.,Místecká 454,19900,Praha 9,Praha 9,Hl.m.Praha,1999,"Místecká 454, Praha 19900"
-732908.059799999,-1039473.0057,100,"Mladoboleslavská 565, Praha 19700",49279181,,Lékárna ROYALE,Mladoboleslavská 565,19700,Praha 9,Praha 9,Hl.m.Praha,1999,"Mladoboleslavská 565, Praha 19700"
-734578.7276000008,-1037200.0603,100,"Něvská 834, Praha 19600",40817253,,Lékárna Čakovice,Něvská 834,19600,Praha 9,Praha 9,Hl.m.Praha,1999,"Něvská 834, Praha 19600"
-736632.56899999827,-1041131.2628999986,100,"Pod pekárnami 152, Praha 19000",44831307,,Vysočanská lékárna,Pod pekárnami 152,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"Pod pekárnami 152, Praha 19000"
-725432.28759999946,-1045261.8405,100,"Slavětínská 771, Praha 19014",46359486,,"Lékárna MEDYS, s.r.o.",Slavětínská 771,19014,Praha 9,Praha 9,Hl.m.Praha,1999,"Slavětínská 771, Praha 19014"
-733169.97549999878,-1042733.111299999,100,"Vajgarská 1141, Praha 19800",60166177,,Kyjská lékárna,Vajgarská 1141,19800,Praha 9,Praha 9,Hl.m.Praha,1999,"Vajgarská 1141, Praha 19800"
-737192.33439999819,-1039949.7613000013,100,"Veltruská 558, Praha 19000",62930508,,Lékárna Královka,Veltruská 558,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"Veltruská 558, Praha 19000"
-724759.00569999963,-1047323.6228,100,"Živonínská 1630, Praha 19016",47142359,,Lékárna Na Rohožníku,Živonínská 1630,19016,Praha 9,Praha 9,Hl.m.Praha,1999,"Živonínská 1630, Praha 19016"
-737289.78700000048,-1041469.4045,100,"Sokolovská 304, Praha 19000",67996183,,Výdejna PZT,Sokolovská 304,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"Sokolovská 304, Praha 19000"
-737202.75979999825,-1039916.024,100,"Veltruská 557, Praha 19000",48401722,,Výdejna prostředků zdrav.techniky,Veltruská 557,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"Veltruská 557, Praha 19000"
-639751.02519999817,-1042959.991799999,100,"Zámostí 683, Hradec Králové 50009",00023817,,Státní ústav pro kontrolu léčiv,Zámostí 683,50009,Hradec Králové,Praha 10,Hl.m.Praha,1999,"Zámostí 683, Hradec Králové 50009"
-596416.4232,-1159393.1064000018,100,"Jilemnického 2, Brno 61400",00023817,,Státní ústav pro kontrolu léčiv,Jilemnického 2,61400,Brno,Praha 10,Hl.m.Praha,1999,"Jilemnického 2, Brno 61400"
-548291.32389999926,-1122693.7241000012,100,"Puškinova 2, Olomouc 77900",00023817,,Státní ústav pro kontrolu léčiv,Puškinova 2,77900,Olomouc,Praha 10,Hl.m.Praha,1999,"Puškinova 2, Olomouc 77900"
-736945.90700000152,-1044944.1503,100,"Černokostelecká 68, Praha 10000",63109255,,Lékárna FA-JIVA,Černokostelecká 68,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Černokostelecká 68, Praha 10000"
-737911.92859999835,-1047208.4734,100,"Jabloňová 2992, Praha 10600",62415506,,"REAL - JEKO, s.r.o., Lékárna Jabloňová",Jabloňová 2992,10600,Praha 10,Praha 10,Hl.m.Praha,1999,"Jabloňová 2992, Praha 10600"
-740682.50970000029,-1045098.2056,96.25,"Kodaňská 537, Praha 10100",60460016,,Lékárna Kodaňská,Kodaňská 57,10100,Praha 10,Praha 10,Hl.m.Praha,1999,"Kodaňská 57, Praha 10100"
-737627.38830000162,-1045920.0040999986,100,"Krupská 1978, Praha 10000",49855158,,Lékárna V Krupské,Krupská 1978,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Krupská 1978, Praha 10000"
-737960.9956,-1045067.0057,100,"Nad Primaskou 444, Praha 10000",65586417,,Lékárna Nad Primaskou,Nad Primaskou 444,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Nad Primaskou 444, Praha 10000"
-737272.59530000016,-1044604.205499999,100,"Plaňanská 1, Praha 10800",60166223,,Lékárna v Malešicích,Plaňanská 1,10800,Praha 10,Praha 10,Hl.m.Praha,1999,"Plaňanská 1, Praha 10800"
-736836.7544,-1045993.8042000011,100,"Rubensova 2238, Praha 10000",61856681,,Lékárna Skalka - Hela s r.o.,Rubensova 2238,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Rubensova 2238, Praha 10000"
-738030.9956,-1044506.0009999983,100,"Slunečná 2101, Praha 10000",64832481,,"Lékárna Slunečná -INTEC PHARMA, s.r.o.",Slunečná 2101,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Slunečná 2101, Praha 10000"
-737117.63549999893,-1047212.555399999,100,"Topolová 2915, Praha 10600",48038695,,Lékárna AVICENNA,Topolová 2915,10600,Praha 10,Praha 10,Hl.m.Praha,1999,"Topolová 2915, Praha 10600"
-740922.0299,-1045765.0913,95.5,"Ukrajinská 1339, Praha 10100",44334150,,Lékárna  U Magistra,Ukrajinská 13,10100,Praha 10,Praha 10,Hl.m.Praha,1999,"Ukrajinská 13, Praha 10100"
-738466.50759999827,-1045375.2806999981,97,"V olšinách 421, Praha 10000",60162988,,Lékárna V OLŠINÁCH,V Olšinách 41,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"V Olšinách 41, Praha 10000"
-740529.99909999967,-1045665.0014000013,96.25,"Vršovická 770, Praha 10000",60460334,,Lékárna U Slávie,Vršovická 77,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Vršovická 77, Praha 10000"
-739095.93820000067,-1045009.2518,100,"Šrobárova 50, Praha 10000",00064173,,Ústavní lékárna FN Král.Vinohrady,Šrobárova 50,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Šrobárova 50, Praha 10000"
-733325.08799999952,-1049624.6845000014,100,"Janovská 486, Praha 10900",69058652,,Lékárna JANOVSKÁ,Janovská 486,10900,Praha 15,Praha 10,Hl.m.Praha,1999,"Janovská 486, Praha 10900"
-733736.6950000003,-1049704.1642999984,100,"Ohmova 271, Praha 10900",49627554,,Lékárna 116 - Petrovice,Ohmova 271,10900,Praha 15,Praha 10,Hl.m.Praha,1999,"Ohmova 271, Praha 10900"
-734585.9990000017,-1048407.0022,100,"Tenisová 981, Praha 10200",60445980,,Lékárna Hostivařská,Tenisová 981,10200,Praha 15,Praha 10,Hl.m.Praha,1999,"Tenisová 981, Praha 10200"
-730947.07800000161,-1051078.6330000013,100,"Přátelství 229, Praha 10400",61383881,,Lékárna 114 U krále Jiřího,Přátelství 229,10400,Praha 15-Uhříněves,Praha 10,Hl.m.Praha,1999,"Přátelství 229, Praha 10400"
-737911.92859999835,-1047208.4734,100,"Jabloňová 8, Praha 10600",67996183,,Výdejna PZT,Jabloňová 8,10600,Praha 10,Praha 10,Hl.m.Praha,1999,"Jabloňová 8, Praha 10600"
-740958.3396999985,-1045127.7608999982,100,"Krymská 41, Praha 10100",48034789,,"ARTHROCENTRUM, s.r.o.-výdejna PZT",Krymská 41,10100,Praha 10,Praha 10,Hl.m.Praha,1999,"Krymská 41, Praha 10100"
-737272.59530000016,-1044604.205499999,100,"Plaňanská 1, Praha 10800",16496337,,Prodejna PZT - SWINGER,Plaňanská 1,10800,Praha 10,Praha 10,Hl.m.Praha,1999,"Plaňanská 1, Praha 10800"
-728271.68820000067,-1079234.2698,100,"Masarykovo náměstí 4, Benešov 25601",47087625,,Lékárna,Masarykovo náměstí 4,25601,Benešov,Benešov,Střední Čechy,1999,"Masarykovo náměstí 4, Benešov 25601"
-728523.14919999987,-1079301.4681999981,100,"Tyršova 2076, Benešov 25601",65387473,,Lékárna Na zámecké,Tyršova 2076,25601,Benešov,Benešov,Střední Čechy,1999,"Tyršova 2076, Benešov 25601"
-705020.4353,-1100022.6292999983,100,"Blanická 327, Čechtice 25765",49828461,,Lékárna - Veronika,Blanická 327,25765,Čechtice,Benešov,Střední Čechy,1999,"Blanická 327, Čechtice 25765"
-726234.7566,-1071306.722,100,"Sukova 44, Čerčany 25722",47087889,,Lékárna 11,Sukova 44,25722,Čerčany,Benešov,Střední Čechy,1999,"Sukova 44, Čerčany 25722"
-742727.75820000097,-1100766.6983,100,"Komenského 303, Sedlec-Prčice 25791",49828762,,Lékárna,Komenského 303,25791,Sedlec-Prčice,Benešov,Střední Čechy,1999,"Komenského 303, Sedlec-Prčice 25791"
-734523.46420000121,-1072702.5524999984,82.86,"K Náklí 510, Týnec nad Sázavou 25741",48924971,,Lékárna,K Náklí 510,25741,Týnec,Benešov,Střední Čechy,1999,"K Náklí 510, Týnec 25741"
-714415.3759999983,-1090263.2454999983,100,"Lidická 930, Vlašim 25801",48927881,,Lékárna,Lidická 930,25801,Vlašim,Benešov,Střední Čechy,1999,"Lidická 930, Vlašim 25801"
-714656.9989,-1089758.9963,100,"Na Tenise 1566, Vlašim 25801",48927881,,Lékárna,Na Tenise 1566,25801,Vlašim,Benešov,Střední Čechy,1999,"Na Tenise 1566, Vlašim 25801"
-733823.32869999856,-1094508.2677000016,100,"Komenského nám. 142, Votice 25901",48925136,,Lékárna,Komenského nám. 142,25901,Votice,Benešov,Střední Čechy,1999,"Komenského nám. 142, Votice 25901"
-728463.90929999948,-1079428.7287,100,"Husova 653, Benešov 25601",14458390,,Biomedicia-výdejna prostř.zdrav.tech.,Husova 653,25601,Benešov,Benešov,Střední Čechy,1999,"Husova 653, Benešov 25601"
-769388.70809999853,-1053104.1818,100,"Husovo nám. 44, Beroun 26601",47515252,,Lékárna,Husovo nám. 44,26601,Beroun,Beroun,Střední Čechy,1999,"Husovo nám. 44, Beroun 26601"
-769880.07690000162,-1053344.8356,100,"Plzeňská 137, Beroun 26601",47513934,,Lékárna U Zlatého hada,Plzeňská 137,26601,Beroun,Beroun,Střední Čechy,1999,"Plzeňská 137, Beroun 26601"
-771038.20800000057,-1053564.0923000015,100,"Švermova 1591, Beroun 26601",47559985,,Lékárna - Sídliště,Švermova 1591,26601,Beroun,Beroun,Střední Čechy,1999,"Švermova 1591, Beroun 26601"
-783456.41829999909,-1065706.7546,100,"Komenského 49, Hořovice 26801",47515830,,Lékárna,Komenského 49,26801,Hořovice,Beroun,Střední Čechy,1999,"Komenského 49, Hořovice 26801"
-773017.92619999871,-1055064.6937999986,100,"Plzeňská 143, Králův Dvůr 26701",47515759,,Lékárna U tří zvonků,Plzeňská 143,26701,Králův Dvůr,Beroun,Střední Čechy,1999,"Plzeňská 143, Králův Dvůr 26701"
-769417.3647999987,-1053112.9450999983,100,"Husovo nám. 41, Beroun 26601",16949391,,DVORT s r.o. - zdravotnické potřeby,Husovo nám. 41,26601,Beroun,Beroun,Střední Čechy,1999,"Husovo nám. 41, Beroun 26601"
-758159.90520000085,-1033400.2003,100,"Hřebečská 677, Buštěhrad 27343",61085481,,Lékárna,Hřebečská 677,27343,Buštěhrad,Kladno,Střední Čechy,1999,"Hřebečská 677, Buštěhrad 27343"
-763927.74819999933,-1035097.8803,100,"Americká 2401, Kladno 27201",61085481,,Lékárna U Hvězdy,Americká 2401,27201,Kladno,Kladno,Střední Čechy,1999,"Americká 2401, Kladno 27201"
-764798.4551,-1033893.1138,100,"Cyrila Boudy 115, Kladno 27201",48705691,,Lékárna U pojišťovny,Cyrila Boudy 115,27201,Kladno,Kladno,Střední Čechy,1999,"Cyrila Boudy 115, Kladno 27201"
-762423.33480000123,-1035259.665,100,"Litevská 2720, Kladno 27201",62978144,,Lékárna U BÍLÉHO SLONA,Litevská 2720,27201,Kladno,Kladno,Střední Čechy,1999,"Litevská 2720, Kladno 27201"
-764530.04919999838,-1034558.5546,100,"náměstí Sítná 3105, Kladno 27201",48705675,,Lékárna,Náměstí Sítná 3105,27201,Kladno,Kladno,Střední Čechy,1999,"Náměstí Sítná 3105, Kladno 27201"
-764848.12700000033,-1033531.1904999986,100,"Tyršova 3222, Kladno 27201",64580768,Červený bod,"Lékárna Omega, Červený bod, s.r.o.",Tyršova 3222,27201,Kladno,Kladno,Střední Čechy,1999,"Tyršova 3222, Kladno 27201"
-763146.58819999918,-1035338.6339000016,100,"Unhošťská 2533, Kladno 27201",49546104,,Lékárna ARBORPLUS,Unhošťská 2533,27201,Kladno,Kladno,Střední Čechy,1999,"Unhošťská 2533, Kladno 27201"
-763308.68430000171,-1034985.7557,100,"Vrchlického 1977, Kladno 27201",48707058,,Lékárna,Vrchlického 1977,27201,Kladno,Kladno,Střední Čechy,1999,"Vrchlického 1977, Kladno 27201"
-763310.27600000054,-1033901.5832999982,100,"Školská 256, Kladno 27201",48705691,,Lékárna,Školská 256,27201,Kladno,Kladno,Střední Čechy,1999,"Školská 256, Kladno 27201"
-767261.45419999957,-1030500.8022,100,"Nábřeží 200, Libušín 27306",61894184,,Lékárna,Nábřeží 200,27306,Libušín,Kladno,Střední Čechy,1999,"Nábřeží 200, Libušín 27306"
-765264.82629999891,-1023783.6829,100,"Bezručova 1717, Slaný 27401",46431331,,Lékárna,Bezručova 1717,27401,Slaný,Kladno,Střední Čechy,1999,"Bezručova 1717, Slaný 27401"
-764264.11600000039,-1023841.8009000011,100,"Masarykovo náměstí 135, Slaný 27401",48703940,,Lékárna 203-02,Masarykovo náměstí 135,27401,Slaný,Kladno,Střední Čechy,1999,"Masarykovo náměstí 135, Slaný 27401"
-764638.55570000038,-1023916.0416,100,"Wilsonova 596, Slaný 27401",25142682,,"Lékárna u Divadla, PROFA, s.r.o.",Wilsonova 596,27401,Slaný,Kladno,Střední Čechy,1999,"Wilsonova 596, Slaný 27401"
-768358.67740000039,-1028014.3033,83.33,"nám. T. G. Masaryka 6, Smečno 27305",61894028,,Lékárna 203-021,nám. T.G.Masaryka 6,27305,Smečno,Kladno,Střední Čechy,1999,"nám. T.G.Masaryka 6, Smečno 27305"
-774806.32779999822,-1031863.8352999985,100,"Mírové náměstí 261, Stochov 27303",48706990,,Lékárna Na náměstí,Mírové náměstí 261,27303,Stochov,Kladno,Střední Čechy,1999,"Mírové náměstí 261, Stochov 27303"
-772593.34470000118,-1033203.292199999,100,"Náměstí 591, Tuchlovice 27302",48707384,,Lékárna,Náměstí 591,27302,Tuchlovice,Kladno,Střední Čechy,1999,"Náměstí 591, Tuchlovice 27302"
-763411.08819999918,-1040367.371,90,"tř. Dr. Beneše 3, Unhošť 27351",48706507,,Lékárna U zlaté hvězdy,Dr. Beneše 3,27351,Unhošť,Kladno,Střední Čechy,1999,"Dr. Beneše 3, Unhošť 27351"
-764628.80570000038,-1033450.1131,100,"Gorkého 588, Kladno 27201",41952260,,MEDICA - zdravotnické potřeby,Gorkého 588,27201,Kladno,Kladno,Střední Čechy,1999,"Gorkého 588, Kladno 27201"
-712051.99680000171,-1048771.8858,96,"Suvorovova 59, Český Brod 28201",43095721,,Lékárna ROSA,Suvorovova 5,28201,Český Brod,Kolín,Střední Čechy,1999,"Suvorovova 5, Český Brod 28201"
-699477.1763000004,-1048479.522,100,"Masarykovo nám. 53, Pečky 28911",62445081,,Lékárna PEČKY,Masarykovo nám. 53,28911,Pečky,Kolín,Střední Čechy,1999,"Masarykovo nám. 53, Pečky 28911"
-700094.625,-1052840.8858999982,100,"Pražská 380, Plaňany 28104",47549335,,"Lékárna HELIOS, s.r.o. - TILIA",Pražská 380,28104,Plaňany,Kolín,Střední Čechy,1999,"Pražská 380, Plaňany 28104"
-694120.43519999832,-1052584.250399999,100,"Riegrova 213, Velim 28101",66496683,,Lékárna VELIM,Riegrova 213,28101,Velim,Kolín,Střední Čechy,1999,"Riegrova 213, Velim 28101"
-687861.97520000115,-1049364.6541,100,"Jiráskova 355, Velký Osek 28151",49846655,,Lékárna U ZLATÉHO LVA - výdejna léků,Jiráskova 355,28151,Velký Osek,Kolín,Střední Čechy,1999,"Jiráskova 355, Velký Osek 28151"
-701312.74769999832,-1063417.7511,100,"Za Zahrady 450, Zásmuky 28144",49546091,,ZÁSMUCKÁ LÉKÁRNA v.o.s.,Za zahrady 450,28144,Zásmuky,Kolín,Střední Čechy,1999,"Za zahrady 450, Zásmuky 28144"
-676289.68580000103,-1071299.6327,100,"Husova 128, Čáslav 28601",60102195,,Lékárna SANTE,Husova 128,28601,Čáslav,Kutná Hora,Střední Čechy,1999,"Husova 128, Čáslav 28601"
-686181.71599999815,-1066232.4831,100,"Kouřimská , Kutná Hora 28401",49540734,,Lékárna,Kouřimská ,28401,Kutná Hora,Kutná Hora,Střední Čechy,1999,"Kouřimská , Kutná Hora 28401"
-683898.18659999967,-1065719.2533,100,"Masarykova 596, Kutná Hora 28401",48670324,,Lékárna,Masarykova 596,28401,Kutná Hora,Kutná Hora,Střední Čechy,1999,"Masarykova 596, Kutná Hora 28401"
-683986.05970000103,-1064753.2551999986,100,"Šandova 146, Kutná Hora 28401",48677361,,Lékárna Pod kaňkem,Šandova 146,28401,Kutná Hora,Kutná Hora,Střední Čechy,1999,"Šandova 146, Kutná Hora 28401"
