adresa,znacka_2015,x,zmena,znacka_1999,nazev_1999,nazev_2007,y,nazev_2015,znacka_2007
"Bělehradská 660, Pardubice 53351",Dr.Max,-648956.7226000018,n,,,,-1059573.1411000006,Dr.Max LÉKÁRNA,
"Bělocerkevská 1299, Praha 10000",,-739468.809700001,n,,,,-1045194.4248000011,Tilia,
"Bělohorská 1665, Praha 16900",,-746185.999499999,n,,,,-1042884.0007999986,Břevnovská lékárna,
"Bělohorská 1686, Praha 16000",,-746795.5742000006,n,,,,-1042827.8511000015,Lékárna Bělohorská,
"Bělohorská 205, Praha 16900",Dr.Max,-748980.1273999996,n,,,,-1043372.133200001,Dr.Max LÉKÁRNA,
"Bělohorská 723, Praha 16000",,-746948.2507999986,n,,,,-1042837.8702000007,"Lékárna ""U Kaštanu""",
"Bělohradská 3855, Havlíčkův Brod 58001",Dr.Max,-666694.7005000003,n,,,,-1107383.9098000005,Dr.Max LÉKÁRNA,
"Běloruská 2, Brno 62500",,-600477.1534999982,n,,Lékárna,Lékárna Běloruská,-1163391.6953999996,Lékárna Běloruská,
"Březanova 118, Třeboň 37901",,-733991.0692000017,n,,Zámecká lékárna,,-1165827.0069999993,Zámecká lékárna,
"Březecká 38, Štěpánov 78313",,-547940.0727000013,n,,Lékárna U ZLATÉHO HADA,Krajinská s.r.o. Lékárna Štěpánov,-1112390.6977999993,Lékárna Štěpánov,
"Březenecká 4804, Chomutov 43004",,-807790.9978,n,,Lékárna U lípy,"TILIAPHARM, s.r.o., Lékárna U Lípy",-989883.003899999,U Lípy,
"Březinova 62a, Jihlava 58601",,-668295.938099999,n,,Lékárna Heureka,Lékárna Heureka,-1129622.247299999,Lékárna Heureka,
"Březolupy 520, Březolupy 68713",,-528376.5381999984,n,,,,-1176057.9653999992,OOVL - L Jarošov,
"Bří Lužů 106, Uherský Brod 68801",,-524571.2212000005,n,,,Lékárna poliklinika město,-1187327.6893000007,Lékárna Poliklinika Město,
"Bří Lužů 2251, Uherský Brod 68801",Dr.Max,-524555.5507999994,n,,,,-1187410.8753000014,Dr.Max LÉKÁRNA,
"Bří Škorpilů 19, Vysoké Mýto 56601",,-620969.3431000002,n,,,,-1073274.0940999985,Lékárna U Zlatého orla,
"Bří. Mrštíků 38, Břeclav 69074",,-583373.929299999,n,,,,-1211747.5351999998,Lékárna Na poliklinice,
"Cejl 5, Brno 60200",,-596756.4855000004,n,,"Lékárna NOVA PHARM CS, s.r.o.","Lékárna D. L. PHARMA, s.r.o.",-1160238.3049000017,Lékárna Na Cejlu,
"Cejl 817, Brno 60200",,-596832.5351999998,n,,,,-1160263.4492000006,Lékárna Lancier,
"Charbulova 296, Brno-Černovice 61800",,-596026.1735999994,n,,,,-1162996.2265000008,HORNMED s.r.o.,
"Chebská 12, Františkovy Lázně 35101",,-888695.2190999985,n,,,"LÉKÁRNÍCI 95 s.r.o., Lékárna Slatinka",-1018322.1002999991,Lékárna L95 Na Slatině,
"Chebská 370, Karlovy Vary 36001",Dr.Max,-853386.6185999997,n,,,,-1011014.068,Dr.Max LÉKÁRNA,
"Chebská 713, Mariánské Lázně 35301",Dr.Max,-866956.9959000014,n,,,,-1038179.1915000007,Dr.Max LÉKÁRNA,
"Chebská 870, Mariánské Lázně 35301",Plzeňská lékárna,-867124.5896000005,n,,,,-1038357.2223000005,Lékárna Tesco Mariánské Lázně,
"Chebská ulice 2934, Aš 35201",Dr.Max,-897594.2780000009,n,,,,-1005111.5991999991,Dr.Max LÉKÁRNA,
"Chittussiho 9, Ostrava - Slezská Ostrava 71000",,-468990.60069999844,n,,,,-1100737.7089999989,MODRÝ PAVILON s.r.o. - Lékárna,
"Chlumecká 765, Praha 19819",BENU,-730992.0405000001,n,,,,-1042138.5064999983,BENU Lékárna,
"Chodovická 2311, Praha 19300",,-728536.0943000019,n,,,"MATAMI s.r.o., Lékárna Chodovická",-1042190.3907999992,Chodovická,
"Chodská 4, Chodová Planá 34813",,-865865.9985999987,n,,,"ILT MED s.r.o., Lékárna Pod věží - OOVL",-1046420.0009999983,OOVL - L Pod Věží,
"Chodské nám. 72, Hostouň u Horšovského Týna 34525",,-868735.3731999993,n,,,,-1083621.1534999982,OOVL - L Radbuza,
"Chomutovická 1444, Praha 14900",,-737235.9976999983,n,,,,-1050973.0045000017,Lékárna Chomutovická,
"Chomutovská 1261, Kadaň 43201",,-819146.0274999999,n,,,Lékárna Gemini,-998224.0559,Lékárna Gemini,
"Chotíkov 385, OC Globus, Chotíkov 33017",BENU,-825905.1363000013,n,,,,-1064050.1152000017,BENU Lékárna,
"Chrudimská 134, Vrdy - Dolní Bučice 28571",,-671045.9109000005,n,,,,-1070556.3467999995,Lékárna Vrdy,
"Chvalkovice 130, Chvalkovice 55204",,-628190.5606000014,n,,,,-1020945.5469000004,OOVL - L U Zlatého hada,
"Chvalovice - Hatě 196, Znojmo 66902",,-643212.563099999,n,,,,-1204109.7336000018,Salfa lékárna s drogerií,
"Chvalovice-Hatě 183, Znojmo 66902",,-643055.3918000013,n,,,Lékárna U Svatého Ducha s.r.o. - OOVL,-1203931.6094999984,OOVL - L U Svatého Ducha s.r.o.,
"Chýnovská 3049, Tábor 39001",Dr.Max,-734010.0258999988,n,,,,-1120417.3539999984,Dr.Max LÉKÁRNA,
"Cihelní 295, Hlučín 74801",,-476222.42489999905,n,,,,-1094360.3795000017,Lékárna Rovniny,
"Cimburkova 4, Brno 61200",,-597865.7140999995,n,,,"Forte Pharm s.r.o., Lékárna FORTE ",-1158345.3379000016,Lékárna FORTE,
"Cukrovarská 173, Praha 19600",,-734047.3077000007,n,,,,-1037080.5410999991,Lékárna Cukrovarská,
"Cukrovarská 492, Vyškov 68201",Dr.Max,-569263.1119000018,n,,,,-1154889.064199999,Dr.Max LÉKÁRNA,
"Cíglerova 1139, Praha 19800",,-732809.4783000015,n,,,Lékárna U Rajské zahrady,-1042346.7320999987,U RAJSKÉ ZAHRADY,
"Dašická 1804, Pardubice 53003",,-645610.0009000003,n,,,,-1061612.2401,Lékárna Na Slovanech,
"Dejvická 29, Praha 16000",,-744187.997200001,n,,"Dejvická lékárna ARNIKA, s.r.o.","ARNIKA s.r.o., Dejvická lékárna",-1041601.0055,Dejvická lékárna ARNIKA,
"Denisova 2907, Přerov 75002",Dr.Max,-534380.2650999986,n,,,,-1139264.754900001,Dr.Max LÉKÁRNA,
"Denisovo nábřeží 1000, Plzeň 30100",,-822050.0773999989,n,,,,-1070022.6402000003,Lékárna Denisovo nábřeží,
"Devotyho 2450, Pardubice 53002",,-647632.1020999998,n,,,Lékárna na Višňovce,-1062209.6543999985,Na Višňovce,
"Divadelní 66, Poděbrady 29001",,-692547.9072000012,n,,,,-1043445.7925000004,Lázeňská lékárna,
"Divadelní náměstí 2132, Karlovy Vary 36001",,-849423.2151000015,n,,,,-1012224.9552999996,LÉKÁRNA U DIVADLA,
"Divišov 130, Divišov 25726",,-714856.2153000012,n,,,,-1080296.4343000017,OOVL - L Magnolie,
"Divácká 621, Šitbořice 69176",,-587950.5265999995,n,,,,-1182182.376699999,"OOVL - Lékárna u s. Mikuláše, Šitbořice",
"Dlouhá 1, Havířov - Město 73601",,-460396.4257999994,n,,,,-1108598.8321999982,Lékárna Centrum,
"Dlouhá 34, Olomouc 77200",,-546540.2393999994,n,,Lékárna NA LETNÉ,,-1120610.5419999994,Lékárna Na Letné,
"Dlouhá 4215, Zlín 76001",BENU,-520881.4123999998,y,,"Centropharm, s.r.o.","REGINNA PHARMA CZ, Lékárna Cetropharm",-1164839.2065000013,BENU Lékárna,
"Dlouhá 635, Horní Slavkov 35731",,-856621.1897,n,,,,-1020441.9125999995,Arnika,
"Dlouhá 719, Praha 11000",BENU,-742382.1044000015,n,,,,-1042752.4409000017,BENU Lékárna,
"Dlouhá 9, Praha 11000",,-742659.9959999993,n,,Lékárna Dr.Kunčického,Lékárna Dr. Kunčického,-1042784.004900001,Lékárna Dr.Kunčického,
"Dlouhá třída 1134, Havířov - Podlesí 73601",,-459219.37889999896,n,,,,-1109100.2595999986,Lékárna U Permonu,
"Dlouhá třída 1228, Havířov - Podlesí 73601",,-459087.4167999998,n,,,,-1109266.511,Lékárna Podlesí,
"Dlouhá třída 860, Havířov 73601",BENU,-460415.55040000007,n,,,,-1108549.7292999998,BENU Lékárna,
"Dlouhá třída 873, Havířov - Město 73601",,-459685.123399999,n,,,,-1108986.1033999994,Lékárna U Elišky,
"Dobiášova 1008, Liberec 46006",,-687290.2690999992,n,,,,-975786.5901000015,Lékárna Sano,
"Dobnerova 26, Olomouc 77900",,-548163.7052000016,n,,Lékárna REMEDIA,Lékárna Remedia,-1121987.3746000007,Lékárna REMEDIA,
"Dobrovodská 2093, České Budějovice 37006",,-753746.3671999983,n,,Lékárna Vrbenská,Vrbenská lékárna,-1166797.7685000002,Vrbenská lékárna,
"Dobrovolského 11, Hodonín 69501",,-564190.6821000017,n,,,,-1202813.196800001,Lékárna,
"Dobrovského 23, Brno 61200",,-598950.2740999982,n,,Lékárna,Lékárna Dobrovského,-1157969.8291999996,Lékárna Dobrovského,
"Dobrovského 248, Horšovský Týn 34601",,-857587.0291999988,n,,Mariina lékárna,Mariina lékárna,-1088819.0881000012,Mariina lékárna,
"Dobrovského 3, Vyškov 68201",,-568824.0346999988,n,,Lékárna  APIS,"MELLITUS s.r.o., Lékárna APIS",-1154690.0298999995,Lékárna APIS,
"Dobrovského nám. 495, Rumburk 40801",,-720287.5887999982,n,,,,-949004.5368000008,LORETA,
"Dobrá 230, Dobrá 73951",,-462683.46290000156,n,,,,-1120209.288899999,LÉKÁRNA ZDRAVÍ s.r.o.,
"Dobřenice 63, Dobřenice 50325",,-655410.1827999987,n,,,,-1047535.2204000019,OOVL - L PHARMACENTRUM s.r.o.,
"Dobšova 85, Kamenice nad Lipou 39470",,-707572.7994000018,n,,,"MANZA Pharm, s.r.o., Lékárna U Pošty",-1135764.2186999992,Lékárna U Pošty,
"Dolany 417, Dolany 78316",,-541394.3588000014,n,,,,-1116109.5243000016,LÉKÁRNA DOLANY,
"Dolní 100, Havlíčkův Brod 58001",Dr.Max,-667090.6077000014,y,,Ústavní lékárna U Zlaté Lilie,Lékárna U Zlaté lilie,-1106870.1162,Dr.Max LÉKÁRNA,
"Dolní 101, Ostrava - Zábřeh 70030",,-473968.6453999989,n,,,,-1104394.6372999996,Lékárna U zámečku,
"Dolní 1566, Bystřice pod Hostýnem 76861",,-519040.6429999992,n,,Lékárna Centrum,"BpH, s.r.o., Lékárna Centrum ",-1145841.6391999982,Lékárna Centrum,
"Dolní 9, Frenštát pod Radhoštěm 74401",,-478532.23220000044,n,,,Lékárna Javorník,-1133011.2991000004,Lékárna pod náměstím,
"Dolní Bečva 184, Dolní Bečva 75655",,-480484.7184999995,n,,,,-1143259.1125999987,OOVL Dolní Bečva,
"Dolní Brána 43, Hostinné 54371",,-644313.3321999982,n,,,"Lékárna ROSA, s.r.o.",-1004877.7828000002,Lékárna ROSA,
"Dolní Dobrouč 391, Dolní Dobrouč 56102",,-596502.6154999994,n,,,,-1071489.0989999995,OOVL - L U Kosmy a Damiána,
"Dolní Podluží 432, Dolní Podluží 40755",,-719676.9002999999,n,,,,-957223.4684999995,OOVL - L Varnsdorf,
"Dolní Roveň 103, Dolní Roveň 53371",,-630513.4030999988,n,,,,-1064986.4748000018,OOVL - L Na Karlovině,
"Dolní Rožínka 65, Dolní Rožínka 59251",,-623445.8614000008,n,,,,-1126358.9637999982,OOVL - L. Dobromysl,
"Dolní nám. 51, Olomouc 77200",,-547117.5095000006,n,,,,-1121548.684799999,Lékárna U Spasitele,
"Dolní náměstí 249, Humpolec 39601",,-683832.309799999,n,,Lékárna U bílého Anděla,Lékárna U Bílého anděla,-1111902.2481000014,Lékárna U Bílého Anděla,
"Dolní náměstí 304, Opava 74601",,-496594.55490000173,n,,,,-1087718.4054000005,Lékárna Dolní náměstí,
"Dolní náměstí 334, Vsetín 75501",,-496256.74219999835,n,,Lékárna ONYX,Lékárna ONYX,-1154712.5194000006,Lékárna Onyx,
"Dolní náměstí 594, Jablonec nad Nisou 46601",BENU,-680734.5,n,,,,-979917.7021000013,BENU Lékárna,
"Dolní Újezd 454, Dolní Újezd 56961",,-615968.1737999991,n,,,,-1088399.5766000003,OOVL - L U Nemocnice,
"Domažlická 888, Klatovy 33901",Devětsil JST,-834829.617800001,n,,,,-1107641.7259000018,Lékárna Devětsil Klatovy II,
"Domovina 2, Olomouc 77900",,-546898.5241999999,n,,,,-1122272.014800001,Lékárna Domovina,
"Dornych 404, Brno 60200",,-597871.4701000005,n,,,,-1161410.1799000017,Lékárna AESCULAP,
"Dr. D. Bechera 827, Karlovy Vary 36001",BENU,-850096.5377000012,n,,,,-1011170.0210000016,BENU Lékárna,
"Dr. E. Beneše 103, Bruntál 79201",,-527645.184700001,n,,,,-1079383.367899999,Zelená lékárna,
"Dr. E. Beneše 109, Bohumín 73581",,-464636.3328000009,n,,,,-1094634.9761000015,Lékárna Centrum,
"Dr. E. Beneše 643, Česká Třebová 56002",,-601702.8000999987,n,,,,-1080225.0656999983,Lékárna Srdce na dlani,
"Dr. E. Beneše 692, Česká Třebová 56002",Dr.Max,-601554.8238999993,n,,,,-1080164.116700001,Dr.Max LÉKÁRNA,
"Dr. E. Beneše 960, Jaroměř 55101",,-632890.8927000016,n,,,,-1027225.6312000006,Lékárna Na poliklinice,
"Dr. E. Beneše, OC Kaufland, Otrokovice 76502",BENU,-531101.3643999994,n,,,,-1165935.1218000017,BENU Lékárna,
"Dr. E.Beneše 94, Horšovský Týn 34601",,-857333.0661999993,n,,,,-1088877.3176999986,U Bílé labutě,
"Dr. Jiřího Procházky 20, Jihlava 58601",,-670317.6281000003,n,,,,-1129520.5188000016,Lékárna U Nemocnice,
"Dr. Jánského 249, Frýdek - Místek 73801",,-466874.27629999816,n,,,,-1118207.7076999992,Lékárna nemocnice,
"Dr. Martínka 1491, Ostrava - Hrabůvka 70030",,-472793.5507999994,n,,,,-1106905.2600999996,Lékárna Poliklinika,
"Dr. Martínka 6, Ostrava - Hrabůvka 70030",,-472543.73409999907,n,,,,-1107096.0865000002,Lékárna Špalíček,
"Dr. Milady Horákové 586, Liberec 46001",Dr.Max,-688243.8849,n,,,,-974786.1618999988,Dr.Max LÉKÁRNA,
"Dr. Stejskala 426, České Budějovice 37001",,-755817.1594999991,n,,,,-1166359.7073,LÉKÁRNA MEDIPONT PLUS,
"Dr. Vacka 44, Libochovice 41117",,-764739.7261999995,n,,,,-1004139.2642999999,Lékárna U Bílého jednorožce,
"Dr.Beneše 97, Uničov 78391",,-554517.2507000007,n,,,,-1100724.9849000014,Lékárna Relax,
"Dr.Bureše 1251, České Budějovice 37005",,-758070.058699999,n,,,,-1164325.4246000014,Lékárna Máj v.o.s.,
"Dr.E.Beneše 2781, Šumperk 78701",Dr.Max,-562737.8247999996,n,,,,-1078555.5854999982,Dr.Max LÉKÁRNA,
"Dragounská 404, Klatovy 33901",,-834527.3278999999,n,,,Lékárna,-1107879.0846000016,Lékárna,
"Dragounská 6, Cheb 35002",Dr.Max,-888384.0190999992,n,,,,-1022726.4814999998,Dr.Max LÉKÁRNA,
"Drlíčov 150, Písek 39701",,-774343.7683999985,n,,Lékárna U Matky Boží,Lékárna U Matky Boží,-1126287.6191000007,U Matky Boží,
"Drnovice 111, Drnovice 68304",,-572347.2861000001,n,,,,-1154394.319699999,OOVL - L SVITAVA,
"Drobného 38-40, Brno 60200",,-597751.9367999993,n,,,,-1159421.1997000016,Lékárna Surgal Clinic,
"Družební 2, Olomouc-Nové Sady 77900",,-547499.1365999989,n,,,,-1123554.9052999988,Lékárna U sv. Václava,
"Družstevní 1637, Hlinsko 53901",,-640731.6011999995,n,,,Lékárna Na Sídlišti,-1092230.9054999985,Lékárna Na Sídlišti,
"Družstevní 2034, Hranice na Moravě 75301",Dr.Max,-512275.39290000126,n,,,,-1128858.3493999988,Dr.Max LÉKÁRNA,
"Družstevní 449, Batelov 58851",,-684562.7287999988,n,,,Lékárna Poměnka,-1137530.2188999988,Lékárna Violka,
"Družstevní 519, Dobrovice 29441",,-700432.0969999991,n,,,Lékárna Dobrovice,-1017449.1849999987,Lékárna Dobrovice,
"Družstevní 613, Velešín 38232",,-758994.3786000013,n,,Lékárna,Lékárna,-1181995.7989000008,Lékárna,
"Dráby 936, Vysoké Mýto 56601",Dr.Max,-620680.6501999982,n,,,,-1074507.1706999987,Dr.Max LÉKÁRNA,
"Drásov 32, Drásov 66424",,-605869.2780000009,n,,,,-1144571.2804000005,Lékárna Drásov,
"Dubinská 150, Zruč nad Sázavou 28522",,-699245.8790000007,n,,,Lékárna U Anděla,-1087005.9943999983,U Anděla,
"Dubné 34, Dubné 37384",,-763879.3445999995,n,,,,-1163863.8420000002,OOVL - L Máj v.o.s.,
"Duchcovská 1, Děčín 45001",BENU,-746797.4453000017,n,,,,-964455.1702000014,BENU Lékárna,
"Duchcovská 304, Teplice 41501",,-776719.9987999983,n,,,Lékárna U Soudu,-976565.0012000017,U Soudu,
"Duchcovská 53, Teplice 41501",Dr.Max,-776820.9990000017,y,,Lékárna U nemocnice,"EUROPHARM a.s., Lékárna U Nemocnice",-976540.003800001,Dr.Max LÉKÁRNA,EUROPHARM
"Duchcovská 53, Teplice 41529",,-777235.9486000016,n,,,,-976446.4673999995,"Nemocniční lékárna, Nemocnice Teplice, o.z.",
"Dukelská 108, Jablunkov 73991",,-438406.5309000015,n,,,Lékárna Avena s.r.o.,-1133226.086100001,Lékárna AVENA,
"Dukelská 1091, Cheb 35002",,-887606.6886,n,,,,-1022432.2851999998,Lékárna Calmia,
"Dukelská 479, Hradec Králové 50002",Dr.Max,-642039.8112999983,y,,"Lékárna SALVIA, s.r.o.","SALVIA, s.r.o. - Lékárna 02",-1041775.682599999,Dr.Max LÉKÁRNA,
"Dukelská 513, Klatovy 33901",Dr.Max,-834459.0370000005,y,,,"Klatovské zdraví a.s., Lékárna U Nemocnice",-1106576.9065999985,Dr.Max LÉKÁRNA,
"Dukelská 672, Šenov u Nového Jičína 74242",Dr.Max,-492714.09319999814,n,,,,-1125759.4472000003,Dr.Max LÉKÁRNA,
"Dukelská 91, Doudleby nad Orlicí 51742",,-611977.2520999983,n,,,Lékárna Astra - OOVL,-1057275.3803000003,OOVL - L NIKA,
"Dukelská 942, Kraslice 35801",,-873448.4800000004,n,,,,-996515.8213,Lékárna U Amati,
"Dukelská brána 25, Prostějov 79601",Dr.Max,-558464.4409000017,n,,,,-1133919.4083000012,Dr.Max LÉKÁRNA,
"Dukelská třída 1713, Hradec Králové 50002",,-641980.9708000012,n,,,,-1041801.4906000011,Lékárna Vital,
"Dukelské nám. 29, Hustopeče 69301",,-591874.1446999982,n,,,,-1189901.3447000012,Lékárna Na náměstí,
"Dukelských bojovníků 3632, Znojmo 67181",Dr.Max,-642103.0333000012,n,,,,-1195893.7892000005,Dr.Max LÉKÁRNA,
"Dukelských hrdinů 200, Rakovník 26901",,-792482.1484000012,n,,Ústavní lékárna,"Interpharmac, s.r.o., Lékárna Pampeliška",-1033628.9054999985,Ústavní lékárna Masarykovy nemocnice Rakovník,
"Dukelských hrdinů 2173, Rakovník 26901",,-792953.1636999995,n,,,,-1033197.3979000002,Pampeliška,
"Dukelských hrdinů 406, Praha 17000",Dr.Max,-741822.0278000012,n,,,,-1041942.3306000009,Dr.Max LÉKÁRNA,
"Dukelských hrdinů 567, Praha 17000",,-741778.7696999982,n,,,,-1041368.3925999999,U Královské obory,
"Dukelských hrdinů 691, Praha 17000",,-741793.9996000007,n,,,,-1041839.0045000017,Lékárna Na Staré poště,
"Durďákova 2024, Brno 61300",,-597268.6521999985,n,,,,-1159816.1550000012,Lékárna Zelený Anděl,
"Dvořákova 385, Nový Bor 47301",Dr.Max,-723346.9996999986,y,,Lužická lékárna,Lékárna Lužická,-970213.0003999993,Dr.Max LÉKÁRNA,
"Dvořákova 4115, Hodonín 69501",Dr.Max,-565020.010400001,n,,,,-1202443.9081000015,Dr.Max LÉKÁRNA,
"Dvořákova 75, Přerov 75152",Agel,-532607.6376999989,y,,,"Nemocnice Přerov, Ústavní lékárna",-1138245.243999999,LÉKÁRNA AGEL,
"Dědina 950, Ostrožská Nová Ves 68722",,-540382.3421999998,n,,Lékárna Salvia,Lékárna Salvia,-1188225.7547999993,Lékárna Salvia,
"Dělnická 1132, Havířov - Město 73601",,-459935.3082999997,n,,,,-1108164.0579999983,Nemocniční lékárna,
"Dělnická 120, Dolní Břežany 25241",Dr.Max,-741932.6898999996,n,,,,-1056676.3801999986,Dr.Max LÉKÁRNA,
"Dělnická 1485, Havířov - Město 73601",,-460034.43019999936,n,,,,-1108135.5438,Lékárna U Nemocnice,
"Dělnická 53, Brno 62400",,-601847.5047999993,n,,,"Lékárna D&K medico, s.r.o.",-1157738.5788999982,Lékárna Konstancie,
"Dělnická 54, Praha 17000",,-740825.2292000018,n,,Lékárna Na Maninách,Lékárna Na Maninách,-1041502.9948999994,Lékárna Na Maninách,
"Dětmarovice 293, Dětmarovice 73571",,-457427.58520000055,n,,,,-1096114.7379,Dětmarovická lékárna,
"Děčínská 717, Ústí n. Labem 40003",,-760144.252799999,n,,,,-976672.3027999997,Lékárna Duha,
"Dům služeb 267, Palkovice 73941",,-470077.80420000106,n,,,,-1123855.8269999996,Lékárna Palkovice,
"Dům služeb 430, Prostřední Bečva 75656",,-476610.2151999995,n,,,Lékárna - OOVL,-1145638.1612000018,OOVL - Lékárny,
"E. Beneše 1128, Plzeň 30599",,-822786.8878000006,n,,,,-1071406.2122000009,"Ústavní lékárna FN-Plzeň, Bory",
"E.Destinové 8, Stráž nad Nežárkou 37802",,-723169.8885999992,n,,,,-1159852.6110000014,OOVL - L Diana,
"Eimova 294, Polička 57201",,-616633.1647000015,n,,,Lékárna V nemocnici,-1100358.5095999986,Nová lékárna,
"Elišky Krásnohorské 1304, Havířov - Podlesí 73601",,-459317.3575000018,n,,,,-1109747.4065999985,Lékárna JIKA,
"Elišky Krásnohorské 33, Plzeň 32300",,-822873.5850999989,n,,,"Sabadila s.r.o., Lékárna Eliška",-1067314.8405999988,Eliška,
"Erbenova 193, Praha 15000",,-745300.9965999983,n,,,,-1044437.0053999983,Lékárna Erbenova,
"Erbenova 2906, Česká Lípa 47001",Dr.Max,-725637.3363999985,y,,,"PeSa - RoTe, s.r.o., Prima lékárna",-978416.4428000003,Dr.Max LÉKÁRNA,
"Erbenova 990, Otrokovice 76502",,-532166.3539999984,n,,Lékárna Baťov,Lékárna Baťov s.r.o.,-1165128.7687,Lékárna Baťov s.r.o.,
"Evropská 1566, Cheb 35002",,-887823.1964999996,n,,,,-1022414.8233999982,Lékárna Evropská,
"Evropská 1726, Praha 16000",,-746197.5056000017,n,,,,-1041264.2324000001,Na Sekyrce,
"Evropská 695, Praha 16600",BENU,-744952.2258000001,n,,,,-1041293.815299999,BENU Lékárna,
"Ečerova 2a, Brno 63500",,-604991.5036999993,n,,Lékárna MEDEA,Lékárna MEDEA,-1157321.3451000005,MEDEA,
"F. S. Tůmy 1200, Orlová - Lutyně 73514",,-459100.77519999817,n,,,,-1097953.4952999987,Lékárna Orel,
"F.Halase 1050, Hradec Králové 50009",Plzeňská lékárna,-640028.4508999996,n,,,,-1043502.425999999,Kamilka,
"Fajtlova 1090, Praha 16100",,-751987.626699999,n,,,,-1041065.5505000018,Lékárna 6-ka,
"Farní 43, Měčín 34037",,-824981.011500001,n,,,Lékárna Nepomuk - OOVL,-1099418.3874999993,OOVL - L Nepomuk,
"Farského 4732, OC Chomutovka, Chomutov 43001",Dr.Max,-808115.5020000003,n,,,,-991318.7443999983,Dr.Max LÉKÁRNA,
"Fibichova 41, Chrudim 53701",,-647530.9549999982,n,,,Lékárna Prima,-1070949.180300001,Lékárna Prima,
"Fillova 260, Brno 63800",,-597023.0940999985,n,,,,-1157148.0953000002,Lékárna Obzor,
"Fintajslova 3163, Břeclav 69002",,-583348.3249999993,n,,,"Lékárna U Herkula, s.r.o.",-1211186.0183000006,Lékárna U Herkula,
"Foerstrova 1655, Hradec Králové 50002",,-642483.5108999982,n,,,"Lékárna L-ALMA, s.r.o.",-1042635.623399999,ALMA,
